name,carrier,p_nom,type,bus,marginal_cost,committable,min_up_time,min_down_time,ramp_limit_up,ramp_limit_down,p_min_pu,p_max_pu,up_time_before,start_up_cost
Walmoor Farm solar park,Solar Photovoltaics,5.8450303,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Trequite Farm solar park (resubmission),Solar Photovoltaics,14.46645,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Bentley Estate,Solar Photovoltaics,7.306288,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
New Row Farm,Solar Photovoltaics,5.6989045,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
MALMAYNES HALL FARM,Solar Photovoltaics,17.535091,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Crucis Park,Solar Photovoltaics,18.26572,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Treguff Farm - resubmission,Solar Photovoltaics,6.4295335,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Kenardington Place Farm,Solar Photovoltaics,10.228804,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Henbury Quarry,Solar Photovoltaics,5.6989045,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Grange Farm (Kirkby on Bain),Solar Photovoltaics,13.151319,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Boxted Airfield,Solar Photovoltaics,27.471643,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Rectory Farm/Emberton,Solar Photovoltaics,13.151319,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
St Francis Court Farm,Solar Photovoltaics,5.8450303,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Berry Court Farm,Solar Photovoltaics,6.137282,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Walkers Wood Solar Park,Solar Photovoltaics,39.453957,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Odell Glebe Solar Farm,Solar Photovoltaics,24.549128,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Hunstrete (Wilmington Farm),Solar Photovoltaics,3.3608925,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Lower Severalls Farm,Solar Photovoltaics,15.781582,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Burton Farm,Solar Photovoltaics,6.4295335,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Sundorne Grove,Solar Photovoltaics,29.225151,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Lower End Farm,Solar Photovoltaics,7.1601624,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Skegness Solar Park,Solar Photovoltaics,7.1601624,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Land north of Temple Normanton,Solar Photovoltaics,7.1601624,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Helland Meads - resubmission,Solar Photovoltaics,1.7535092,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Crow Trees Farm,Solar Photovoltaics,6.867911,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Priest Weston,Solar Photovoltaics,1.4612576,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Horam,Solar Photovoltaics,11.836186,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Turves/Burtnhouse Solar Farm extension,Solar Photovoltaics,6.867911,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Coombe Farm,Solar Photovoltaics,11.690061,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Higher Hill Farm (extension),Solar Photovoltaics,2.1918864,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Mount Farm,Solar Photovoltaics,32.147667,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Hafod-Y-Dafal Farm,Solar Photovoltaics,20.457607,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Barr Farm,Solar Photovoltaics,2.6302636,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
BAE Samlesbury Aerodrome,Solar Photovoltaics,2.9225152,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Shoals Hook Farm,Solar Photovoltaics,17.681217,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Manor Farm.1,Solar Photovoltaics,10.959432,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Littlewood Farm,Solar Photovoltaics,20.457607,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Cherry Tree Farm,Solar Photovoltaics,7.306288,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Lodge Farm,Solar Photovoltaics,3.5070183,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Bumpers Farm Phase 1,Solar Photovoltaics,7.306288,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Birch Airfield,Solar Photovoltaics,8.183043,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Gaultney Solar Park,Solar Photovoltaics,29.95578,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Puriton Landfill Solar Farm,Solar Photovoltaics,16.658337,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Hunciecroft Farm,Solar Photovoltaics,11.690061,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Rolleston Park Farm,Solar Photovoltaics,27.325518,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Prestop Park Farm,Solar Photovoltaics,23.380121,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Yardwall Manor,Solar Photovoltaics,4.383773,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Royston Solar Farm (Phase 1) (a),Solar Photovoltaics,7.306288,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
MOD Lyneham,Solar Photovoltaics,101.99578,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Deepdale Farm,Solar Photovoltaics,11.690061,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Manor Farm (Horton),Solar Photovoltaics,7.306288,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Penrhiwarwydd Farm,Solar Photovoltaics,12.42069,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Nowhere Farm,Solar Photovoltaics,11.836186,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Langar Lane,Solar Photovoltaics,14.612576,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Pitchford,Solar Photovoltaics,14.904827,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Condover Airfield,Solar Photovoltaics,17.973469,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Askern Colliery solar farm,Solar Photovoltaics,7.306288,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Maesgwyn solar farm,Solar Photovoltaics,10.959432,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Church Farm,Solar Photovoltaics,9.059797,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Folly Farm,Solar Photovoltaics,19.142475,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Stowbridge Farm - Extension (Phase 2),Solar Photovoltaics,14.612576,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Black Peak Farm,Solar Photovoltaics,46.46799,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
"Jubilee Farm, Barnby Moor",Solar Photovoltaics,7.306288,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Newnham Estate,Solar Photovoltaics,20.457607,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Wambrook Farm,Solar Photovoltaics,5.991156,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Gawcott Fields Farm,Solar Photovoltaics,13.44357,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Mount Mill Farm - resubmission,Solar Photovoltaics,17.535091,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Handley Park - resubmission,Solar Photovoltaics,7.306288,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Tollgate Farm,Solar Photovoltaics,6.2834077,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
North Farm (Spetisbury),Solar Photovoltaics,16.950588,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Chapel Lane Parley Solar Farm Phase 3,Solar Photovoltaics,5.8450303,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
GDL Wymeswold Solar Farm/land off the A6006,Solar Photovoltaics,8.9136715,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Hillhouse Farm,Solar Photovoltaics,41.64584,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Gib Lane (Aston Clinton solar park),Solar Photovoltaics,35.362434,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Outwood Farm (Phase 1),Solar Photovoltaics,7.306288,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Raventhorpe Farm,Solar Photovoltaics,55.52779,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Manor Farm (Castle Cary),Solar Photovoltaics,2.6302636,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Maes Bach Farm,Solar Photovoltaics,7.1601624,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Sheepbridge Court Farm,Solar Photovoltaics,7.306288,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Elton solar farm,Solar Photovoltaics,7.306288,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Cross Roads Plantation,Solar Photovoltaics,7.306288,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Munceys Farm,Solar Photovoltaics,46.17574,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Luscott Barton,Solar Photovoltaics,18.99635,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Kinmel 1 CIC,Solar Photovoltaics,7.306288,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Owls Hatch Road,Solar Photovoltaics,70.140366,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Wilbees Farm (resubmission),Solar Photovoltaics,7.306288,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Winterbrook,Solar Photovoltaics,1.7535092,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Welbeck Solar / Hazel Gap,Solar Photovoltaics,23.380121,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Homestead Farm (Alderton),Solar Photovoltaics,25.718134,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Arna Wood Solar,Solar Photovoltaics,9.059797,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Knottingley A,Solar Photovoltaics,7.306288,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Clayhill Farm,Solar Photovoltaics,14.612576,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Paddock Wood,Solar Photovoltaics,13.44357,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Wick Farm (Burnham on Crouch),Solar Photovoltaics,7.306288,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Netherfield Lane,Solar Photovoltaics,28.786776,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Upper Meadowley Farm,Solar Photovoltaics,15.635456,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Wick Farm Solar Park,Solar Photovoltaics,21.33436,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
High Leas,Solar Photovoltaics,9.498175,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Atherstone,Solar Photovoltaics,21.480486,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
The Elms,Solar Photovoltaics,15.197079,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Hunters Race Solar Park,Solar Photovoltaics,13.589696,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Parham Airfield (Great Glenham),Solar Photovoltaics,25.572008,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Chapel Lane Parley Solar Farm Phase 1,Solar Photovoltaics,29.225151,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Welbeck Colliery,Solar Photovoltaics,16.51221,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Priory Farm,Solar Photovoltaics,4.5298986,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Norrington Common Solar Farm,Solar Photovoltaics,14.612576,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Hendre Fawr Farm,Solar Photovoltaics,16.950588,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Northmoor,Solar Photovoltaics,7.306288,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Manor Farm - Shripney,Solar Photovoltaics,7.306288,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Chelwood Solar Farm,Solar Photovoltaics,7.306288,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Manor Farm - Pertenhall,Solar Photovoltaics,21.918863,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Hardingham Solar Farm - extension,Solar Photovoltaics,7.5985394,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Brooks Farm Solar Park,Solar Photovoltaics,11.690061,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Christchurch Energy,Solar Photovoltaics,26.302637,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Yarburgh Grove Farm,Solar Photovoltaics,11.836186,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Taplins Farm solar park,Solar Photovoltaics,8.62142,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Homestead Farm,Solar Photovoltaics,15.635456,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
The Kickles,Solar Photovoltaics,7.306288,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Eakring Solar Farm,Solar Photovoltaics,17.388966,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Egmanton Solar Farm - resubmission,Solar Photovoltaics,20.749857,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Branston solar park,Solar Photovoltaics,27.61777,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Golden Hill,Solar Photovoltaics,9.059797,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Chapel Hill,Solar Photovoltaics,11.690061,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Pen Rhiw Caradog,Solar Photovoltaics,6.867911,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Vine Farm Solar Park,Solar Photovoltaics,65.75659,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Coombeshead Solar Farm,Solar Photovoltaics,11.690061,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Decoy Farm,Solar Photovoltaics,7.306288,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Easington Farm (Chalgrove),Solar Photovoltaics,31.124786,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Gelliwern Isaf Farm,Solar Photovoltaics,8.767546,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Sawmills Solar Farm,Solar Photovoltaics,9.498175,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Walland Farm,Solar Photovoltaics,7.306288,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Weycock Road,Solar Photovoltaics,10.228804,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Higher Bye Farm,Solar Photovoltaics,9.936552,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Cockhill Solar Farm,Solar Photovoltaics,29.225151,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Bentham Farm,Solar Photovoltaics,11.690061,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Boscombe Airfield,Solar Photovoltaics,17.973469,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Shotwick Solar Farm,Solar Photovoltaics,66.77947,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Winnards Perch Solar Farm,Solar Photovoltaics,5.5527787,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Lodge Farm (Poulshot),Solar Photovoltaics,21.188234,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Glebe Farm Solar Energy Park,Solar Photovoltaics,21.918863,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Bryn yr Odyn Solar Farm,Solar Photovoltaics,21.918863,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Rhyd-y-Pandy Solar Farm,Solar Photovoltaics,8.767546,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Saron Road solar park,Solar Photovoltaics,9.790426,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Tiln Farm solar park,Solar Photovoltaics,11.690061,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Langford Solar Farm,Solar Photovoltaics,18.99635,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Stokes Marsh Farm,Solar Photovoltaics,24.256876,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
West Hall Solar Farm,Solar Photovoltaics,10.228804,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Stowbridge Farm - Extension (Phase 1),Solar Photovoltaics,14.612576,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Bourne Park (Solar),Solar Photovoltaics,7.306288,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Hall Farm,Solar Photovoltaics,7.4524136,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Brynteg Farm,Solar Photovoltaics,23.672373,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Stonepit Farm,Solar Photovoltaics,7.306288,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Yerbeston Gate Farm,Solar Photovoltaics,8.9136715,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Grange Farm (Lincolnshire),Solar Photovoltaics,18.557972,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Molehill Farm,Solar Photovoltaics,26.302637,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Pashley Farm,Solar Photovoltaics,16.804462,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Fiskerton Airfield (Phase 1),Solar Photovoltaics,17.535091,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Hendai Farm,Solar Photovoltaics,19.580853,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Bury Lane Fruit Farm,Solar Photovoltaics,35.070183,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Marsh Farm Hilperton,Solar Photovoltaics,13.297444,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Ashlawn Farm,Solar Photovoltaics,9.936552,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Cuckoo Grove Farm,Solar Photovoltaics,8.9136715,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Gedling Solar Farm,Solar Photovoltaics,8.329168,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Bilsthorpe Quarry Solar Park,Solar Photovoltaics,7.0140367,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Littlebourne,Solar Photovoltaics,24.84138,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Wellingborough Solar Farm,Solar Photovoltaics,12.42069,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Baglan Bay Solar Farm - Phase 1,Solar Photovoltaics,7.306288,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Gover Farm Solar Park,Solar Photovoltaics,11.690061,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Kerriers Solar Park,Solar Photovoltaics,14.028073,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Hullavington Solar Park,Solar Photovoltaics,10.228804,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Crossness Sewage Works PV,Solar Photovoltaics,2.1918864,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Higher Hill Farm,Solar Photovoltaics,7.306288,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Manor Farm (Keinton Mandeville),Solar Photovoltaics,1.4612576,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Walton WTW PV,Solar Photovoltaics,2.6302636,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Wolseley National Distribution Centre,Solar Photovoltaics,2.9225152,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
East Midlands Distribution Centre,Solar Photovoltaics,8.9136715,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Land at High Point Farm,Solar Photovoltaics,6.5756593,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Land at Newlands Farm,Solar Photovoltaics,7.306288,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Eckland Lodge Farm,Solar Photovoltaics,4.237647,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Caddington Solar Farm (Phase 2),Solar Photovoltaics,7.306288,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Montys Farm,Solar Photovoltaics,7.306288,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Merston Solar Park,Solar Photovoltaics,14.612576,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Fambridge Road/Canewdon Road,Solar Photovoltaics,7.306288,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Roskrow Farm,Solar Photovoltaics,13.005193,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Hale Farm,Solar Photovoltaics,11.690061,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Pylle Southern solar park (Lower Easton Farm),Solar Photovoltaics,7.306288,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Land at Darran Farm,Solar Photovoltaics,3.7992697,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Wisbech Solar Farm,Solar Photovoltaics,5.114402,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Stow Solar Farm,Solar Photovoltaics,14.904827,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Rhug Estate,Solar Photovoltaics,1.7535092,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Snettisham Solar Farm,Solar Photovoltaics,3.9453955,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
West Hill Farm,Solar Photovoltaics,3.5070183,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Cold Harbour Farm,Solar Photovoltaics,7.306288,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Land at Whatton Road,Solar Photovoltaics,2.1918864,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Upper Wick Solar Farm,Solar Photovoltaics,7.306288,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Marshwood Farm,Solar Photovoltaics,2.6302636,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
House OHill Solar Farm,Solar Photovoltaics,2.3380122,Solar Photovoltaics,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
