SETTLEMENT_DATE,SETTLEMENT_PERIOD,ND,FORECAST_ACTUAL_INDICATOR,I014_ND,TSD,I014_TSD,ENGLAND_WALES_DEMAND,EMBEDDED_WIND_GENERATION,EMBEDDED_WIND_CAPACITY,EMBEDDED_SOLAR_GENERATION,EMBEDDED_SOLAR_CAPACITY,NON_BM_STOR,PUMP_STORAGE_PUMPING,I014_PUMP_STORAGE_PUMPING,FRENCH_FLOW,BRITNED_FLOW,MOYLE_FLOW,EAST_WEST_FLOW,I014_FRENCH_FLOW,I014_BRITNED_FLOW,I014_MOYLE_FLOW,I014_EAST_WEST_FLOW
11-Feb-19,5,26150,A,0,27908,0,23729,1374,6192,0,13052,0,1158,0,1946,976,22,0,0,0,0,0
11-Feb-19,6,26257,A,0,28119,0,23748,1326,6192,0,13052,0,1219,0,1946,976,-43,0,0,0,0,0
11-Feb-19,7,26013,A,0,28267,0,23414,1266,6192,0,13052,0,1473,0,1947,976,-181,0,0,0,0,0
11-Feb-19,8,25633,A,0,27966,0,23002,1205,6192,0,13052,0,1524,0,1946,975,-209,0,0,0,0,0
11-Feb-19,9,25577,A,0,27957,0,22981,1148,6192,0,13052,0,1507,0,1994,998,-273,0,0,0,0,0
11-Feb-19,10,25712,A,0,28060,0,23150,1090,6192,0,13052,0,1458,0,1995,1000,-290,0,0,0,0,0
11-Feb-19,11,26583,A,0,28656,0,23963,1047,6192,0,13052,0,1018,0,1995,882,-428,-27,0,0,0,0
11-Feb-19,12,28092,A,0,30087,0,25348,1003,6192,0,13052,0,979,0,1995,784,-392,-24,0,0,0,0
11-Feb-19,13,31443,A,0,32587,0,28470,965,6192,0,13052,0,207,0,1996,-95,-242,0,0,0,0,0
11-Feb-19,14,34930,A,0,35931,0,31686,927,6192,0,13052,0,18,0,1996,-103,-216,-64,0,0,0,0
11-Feb-19,15,38083,A,0,39361,0,34498,881,6192,1,13052,0,12,0,1997,-103,-365,-198,0,0,0,0
11-Feb-19,16,39130,A,0,40421,0,35423,835,6192,97,13052,0,12,0,1998,-103,-415,-161,0,0,0,0
11-Feb-19,17,40007,A,0,41355,0,36144,800,6192,549,13052,0,10,0,1995,178,-454,-284,0,0,0,0
11-Feb-19,18,0,F,0,0,0,0,765,6192,1658,13052,0,0,0,0,0,0,0,0,0,0,0
11-Feb-19,19,0,F,0,0,0,0,744,6192,2534,13052,0,0,0,0,0,0,0,0,0,0,0
11-Feb-19,20,0,F,0,0,0,0,723,6192,3357,13052,0,0,0,0,0,0,0,0,0,0,0
11-Feb-19,21,0,F,0,0,0,0,693,6192,3975,13052,0,0,0,0,0,0,0,0,0,0,0
11-Feb-19,22,0,F,0,0,0,0,663,6192,4437,13052,0,0,0,0,0,0,0,0,0,0,0
11-Feb-19,23,0,F,0,0,0,0,633,6192,4810,13052,0,0,0,0,0,0,0,0,0,0,0
11-Feb-19,24,0,F,0,0,0,0,603,6192,5025,13052,0,0,0,0,0,0,0,0,0,0,0
11-Feb-19,25,0,F,0,0,0,0,592,6192,5007,13052,0,0,0,0,0,0,0,0,0,0,0
11-Feb-19,26,0,F,0,0,0,0,580,6192,4766,13052,0,0,0,0,0,0,0,0,0,0,0
11-Feb-19,27,0,F,0,0,0,0,569,6192,4342,13052,0,0,0,0,0,0,0,0,0,0,0
11-Feb-19,28,0,F,0,0,0,0,557,6192,3813,13052,0,0,0,0,0,0,0,0,0,0,0
11-Feb-19,29,0,F,0,0,0,0,544,6192,3244,13052,0,0,0,0,0,0,0,0,0,0,0
11-Feb-19,30,0,F,0,0,0,0,531,6192,2610,13052,0,0,0,0,0,0,0,0,0,0,0
11-Feb-19,31,0,F,0,0,0,0,528,6192,1892,13052,0,0,0,0,0,0,0,0,0,0,0
11-Feb-19,32,0,F,0,0,0,0,524,6192,1167,13052,0,0,0,0,0,0,0,0,0,0,0
11-Feb-19,33,0,F,0,0,0,0,548,6192,538,13052,0,0,0,0,0,0,0,0,0,0,0
11-Feb-19,34,0,F,0,0,0,0,572,6192,122,13052,0,0,0,0,0,0,0,0,0,0,0
11-Feb-19,35,0,F,0,0,0,0,605,6192,0,13052,0,0,0,0,0,0,0,0,0,0,0
11-Feb-19,36,0,F,0,0,0,0,637,6192,0,13052,0,0,0,0,0,0,0,0,0,0,0
11-Feb-19,37,0,F,0,0,0,0,687,6192,0,13052,0,0,0,0,0,0,0,0,0,0,0
11-Feb-19,38,0,F,0,0,0,0,737,6192,0,13052,0,0,0,0,0,0,0,0,0,0,0
11-Feb-19,39,0,F,0,0,0,0,793,6192,0,13052,0,0,0,0,0,0,0,0,0,0,0
11-Feb-19,40,0,F,0,0,0,0,848,6192,0,13052,0,0,0,0,0,0,0,0,0,0,0
11-Feb-19,41,0,F,0,0,0,0,908,6192,0,13052,0,0,0,0,0,0,0,0,0,0,0
11-Feb-19,42,0,F,0,0,0,0,968,6192,0,13052,0,0,0,0,0,0,0,0,0,0,0
11-Feb-19,43,0,F,0,0,0,0,1034,6192,0,13052,0,0,0,0,0,0,0,0,0,0,0
11-Feb-19,44,0,F,0,0,0,0,1099,6192,0,13052,0,0,0,0,0,0,0,0,0,0,0
11-Feb-19,45,0,F,0,0,0,0,1159,6192,0,13052,0,0,0,0,0,0,0,0,0,0,0
11-Feb-19,46,0,F,0,0,0,0,1219,6192,0,13052,0,0,0,0,0,0,0,0,0,0,0
11-Feb-19,47,0,F,0,0,0,0,1271,6192,0,13052,0,0,0,0,0,0,0,0,0,0,0
11-Feb-19,48,0,F,0,0,0,0,1323,6192,0,13052,0,0,0,0,0,0,0,0,0,0,0
12-Feb-19,1,0,F,0,0,0,0,1355,6192,0,13056,0,0,0,0,0,0,0,0,0,0,0
12-Feb-19,2,0,F,0,0,0,0,1387,6192,0,13056,0,0,0,0,0,0,0,0,0,0,0
12-Feb-19,3,0,F,0,0,0,0,1414,6192,0,13056,0,0,0,0,0,0,0,0,0,0,0
12-Feb-19,4,0,F,0,0,0,0,1441,6192,0,13056,0,0,0,0,0,0,0,0,0,0,0
12-Feb-19,5,0,F,0,0,0,0,1472,6192,0,13056,0,0,0,0,0,0,0,0,0,0,0
12-Feb-19,6,0,F,0,0,0,0,1503,6192,0,13056,0,0,0,0,0,0,0,0,0,0,0
12-Feb-19,7,0,F,0,0,0,0,1545,6192,0,13056,0,0,0,0,0,0,0,0,0,0,0
12-Feb-19,8,0,F,0,0,0,0,1587,6192,0,13056,0,0,0,0,0,0,0,0,0,0,0
12-Feb-19,9,0,F,0,0,0,0,1620,6192,0,13056,0,0,0,0,0,0,0,0,0,0,0
12-Feb-19,10,0,F,0,0,0,0,1653,6192,0,13056,0,0,0,0,0,0,0,0,0,0,0
12-Feb-19,11,0,F,0,0,0,0,1684,6192,0,13056,0,0,0,0,0,0,0,0,0,0,0
12-Feb-19,12,0,F,0,0,0,0,1714,6192,0,13056,0,0,0,0,0,0,0,0,0,0,0
12-Feb-19,13,0,F,0,0,0,0,1734,6192,0,13056,0,0,0,0,0,0,0,0,0,0,0
12-Feb-19,14,0,F,0,0,0,0,1754,6192,0,13056,0,0,0,0,0,0,0,0,0,0,0
12-Feb-19,15,0,F,0,0,0,0,1778,6192,30,13056,0,0,0,0,0,0,0,0,0,0,0
12-Feb-19,16,0,F,0,0,0,0,1801,6192,203,13056,0,0,0,0,0,0,0,0,0,0,0
12-Feb-19,17,0,F,0,0,0,0,1818,6192,605,13056,0,0,0,0,0,0,0,0,0,0,0
12-Feb-19,18,0,F,0,0,0,0,1834,6192,1100,13056,0,0,0,0,0,0,0,0,0,0,0
12-Feb-19,19,0,F,0,0,0,0,1874,6192,1536,13056,0,0,0,0,0,0,0,0,0,0,0
12-Feb-19,20,0,F,0,0,0,0,1913,6192,1924,13056,0,0,0,0,0,0,0,0,0,0,0
12-Feb-19,21,0,F,0,0,0,0,1969,6192,2297,13056,0,0,0,0,0,0,0,0,0,0,0
12-Feb-19,22,0,F,0,0,0,0,2025,6192,2633,13056,0,0,0,0,0,0,0,0,0,0,0
12-Feb-19,23,0,F,0,0,0,0,2083,6192,2893,13056,0,0,0,0,0,0,0,0,0,0,0
12-Feb-19,24,0,F,0,0,0,0,2141,6192,3015,13056,0,0,0,0,0,0,0,0,0,0,0
12-Feb-19,25,0,F,0,0,0,0,2186,6192,2954,13056,0,0,0,0,0,0,0,0,0,0,0
12-Feb-19,26,0,F,0,0,0,0,2231,6192,2757,13056,0,0,0,0,0,0,0,0,0,0,0
12-Feb-19,27,0,F,0,0,0,0,2246,6192,2486,13056,0,0,0,0,0,0,0,0,0,0,0
12-Feb-19,28,0,F,0,0,0,0,2260,6192,2173,13056,0,0,0,0,0,0,0,0,0,0,0
12-Feb-19,29,0,F,0,0,0,0,2256,6192,1837,13056,0,0,0,0,0,0,0,0,0,0,0
12-Feb-19,30,0,F,0,0,0,0,2251,6192,1464,13056,0,0,0,0,0,0,0,0,0,0,0
12-Feb-19,31,0,F,0,0,0,0,2207,6192,1049,13056,0,0,0,0,0,0,0,0,0,0,0
12-Feb-19,32,0,F,0,0,0,0,2162,6192,638,13056,0,0,0,0,0,0,0,0,0,0,0
12-Feb-19,33,0,F,0,0,0,0,2096,6192,290,13056,0,0,0,0,0,0,0,0,0,0,0
12-Feb-19,34,0,F,0,0,0,0,2030,6192,63,13056,0,0,0,0,0,0,0,0,0,0,0
12-Feb-19,35,0,F,0,0,0,0,1990,6192,0,13056,0,0,0,0,0,0,0,0,0,0,0
12-Feb-19,36,0,F,0,0,0,0,1949,6192,0,13056,0,0,0,0,0,0,0,0,0,0,0
12-Feb-19,37,0,F,0,0,0,0,1913,6192,0,13056,0,0,0,0,0,0,0,0,0,0,0
12-Feb-19,38,0,F,0,0,0,0,1876,6192,0,13056,0,0,0,0,0,0,0,0,0,0,0
12-Feb-19,39,0,F,0,0,0,0,1836,6192,0,13056,0,0,0,0,0,0,0,0,0,0,0
12-Feb-19,40,0,F,0,0,0,0,1795,6192,0,13056,0,0,0,0,0,0,0,0,0,0,0
12-Feb-19,41,0,F,0,0,0,0,1760,6192,0,13056,0,0,0,0,0,0,0,0,0,0,0
12-Feb-19,42,0,F,0,0,0,0,1725,6192,0,13056,0,0,0,0,0,0,0,0,0,0,0
12-Feb-19,43,0,F,0,0,0,0,1664,6192,0,13056,0,0,0,0,0,0,0,0,0,0,0
12-Feb-19,44,0,F,0,0,0,0,1603,6192,0,13056,0,0,0,0,0,0,0,0,0,0,0
12-Feb-19,45,0,F,0,0,0,0,1567,6192,0,13056,0,0,0,0,0,0,0,0,0,0,0
12-Feb-19,46,0,F,0,0,0,0,1531,6192,0,13056,0,0,0,0,0,0,0,0,0,0,0
12-Feb-19,47,0,F,0,0,0,0,1495,6192,0,13056,0,0,0,0,0,0,0,0,0,0,0
12-Feb-19,48,0,F,0,0,0,0,1458,6192,0,13056,0,0,0,0,0,0,0,0,0,0,0
13-Feb-19,1,0,F,0,0,0,0,1458,6192,0,13059,0,0,0,0,0,0,0,0,0,0,0
13-Feb-19,2,0,F,0,0,0,0,1458,6192,0,13059,0,0,0,0,0,0,0,0,0,0,0
13-Feb-19,3,0,F,0,0,0,0,1458,6192,0,13059,0,0,0,0,0,0,0,0,0,0,0
13-Feb-19,4,0,F,0,0,0,0,1458,6192,0,13059,0,0,0,0,0,0,0,0,0,0,0
13-Feb-19,5,0,F,0,0,0,0,1458,6192,0,13059,0,0,0,0,0,0,0,0,0,0,0
13-Feb-19,6,0,F,0,0,0,0,1457,6192,0,13059,0,0,0,0,0,0,0,0,0,0,0
13-Feb-19,7,0,F,0,0,0,0,1478,6192,0,13059,0,0,0,0,0,0,0,0,0,0,0
13-Feb-19,8,0,F,0,0,0,0,1498,6192,0,13059,0,0,0,0,0,0,0,0,0,0,0
13-Feb-19,9,0,F,0,0,0,0,1518,6192,0,13059,0,0,0,0,0,0,0,0,0,0,0
13-Feb-19,10,0,F,0,0,0,0,1538,6192,0,13059,0,0,0,0,0,0,0,0,0,0,0
13-Feb-19,11,0,F,0,0,0,0,1558,6192,0,13059,0,0,0,0,0,0,0,0,0,0,0
13-Feb-19,12,0,F,0,0,0,0,1578,6192,0,13059,0,0,0,0,0,0,0,0,0,0,0
13-Feb-19,13,0,F,0,0,0,0,1603,6192,0,13059,0,0,0,0,0,0,0,0,0,0,0
13-Feb-19,14,0,F,0,0,0,0,1627,6192,0,13059,0,0,0,0,0,0,0,0,0,0,0
13-Feb-19,15,0,F,0,0,0,0,1652,6192,14,13059,0,0,0,0,0,0,0,0,0,0,0
13-Feb-19,16,0,F,0,0,0,0,1677,6192,123,13059,0,0,0,0,0,0,0,0,0,0,0
13-Feb-19,17,0,F,0,0,0,0,1702,6192,396,13059,0,0,0,0,0,0,0,0,0,0,0
13-Feb-19,18,0,F,0,0,0,0,1727,6192,776,13059,0,0,0,0,0,0,0,0,0,0,0
13-Feb-19,19,0,F,0,0,0,0,1761,6192,1200,13059,0,0,0,0,0,0,0,0,0,0,0
13-Feb-19,20,0,F,0,0,0,0,1794,6192,1683,13059,0,0,0,0,0,0,0,0,0,0,0
13-Feb-19,21,0,F,0,0,0,0,1831,6192,2246,13059,0,0,0,0,0,0,0,0,0,0,0
13-Feb-19,22,0,F,0,0,0,0,1868,6192,2840,13059,0,0,0,0,0,0,0,0,0,0,0
13-Feb-19,23,0,F,0,0,0,0,1909,6192,3394,13059,0,0,0,0,0,0,0,0,0,0,0
13-Feb-19,24,0,F,0,0,0,0,1950,6192,3810,13059,0,0,0,0,0,0,0,0,0,0,0
13-Feb-19,25,0,F,0,0,0,0,1937,6192,4006,13059,0,0,0,0,0,0,0,0,0,0,0
13-Feb-19,26,0,F,0,0,0,0,1923,6192,4008,13059,0,0,0,0,0,0,0,0,0,0,0
13-Feb-19,27,0,F,0,0,0,0,1911,6192,3862,13059,0,0,0,0,0,0,0,0,0,0,0
13-Feb-19,28,0,F,0,0,0,0,1898,6192,3588,13059,0,0,0,0,0,0,0,0,0,0,0
13-Feb-19,29,0,F,0,0,0,0,1886,6192,3197,13059,0,0,0,0,0,0,0,0,0,0,0
13-Feb-19,30,0,F,0,0,0,0,1873,6192,2678,13059,0,0,0,0,0,0,0,0,0,0,0
13-Feb-19,31,0,F,0,0,0,0,1839,6192,2030,13059,0,0,0,0,0,0,0,0,0,0,0
13-Feb-19,32,0,F,0,0,0,0,1805,6192,1318,13059,0,0,0,0,0,0,0,0,0,0,0
13-Feb-19,33,0,F,0,0,0,0,1775,6192,640,13059,0,0,0,0,0,0,0,0,0,0,0
13-Feb-19,34,0,F,0,0,0,0,1744,6192,158,13059,0,0,0,0,0,0,0,0,0,0,0
13-Feb-19,35,0,F,0,0,0,0,1716,6192,0,13059,0,0,0,0,0,0,0,0,0,0,0
13-Feb-19,36,0,F,0,0,0,0,1688,6192,0,13059,0,0,0,0,0,0,0,0,0,0,0
13-Feb-19,37,0,F,0,0,0,0,1685,6192,0,13059,0,0,0,0,0,0,0,0,0,0,0
13-Feb-19,38,0,F,0,0,0,0,1682,6192,0,13059,0,0,0,0,0,0,0,0,0,0,0
13-Feb-19,39,0,F,0,0,0,0,1679,6192,0,13059,0,0,0,0,0,0,0,0,0,0,0
13-Feb-19,40,0,F,0,0,0,0,1676,6192,0,13059,0,0,0,0,0,0,0,0,0,0,0
13-Feb-19,41,0,F,0,0,0,0,1674,6192,0,13059,0,0,0,0,0,0,0,0,0,0,0
13-Feb-19,42,0,F,0,0,0,0,1672,6192,0,13059,0,0,0,0,0,0,0,0,0,0,0
13-Feb-19,43,0,F,0,0,0,0,1672,6192,0,13059,0,0,0,0,0,0,0,0,0,0,0
13-Feb-19,44,0,F,0,0,0,0,1671,6192,0,13059,0,0,0,0,0,0,0,0,0,0,0
13-Feb-19,45,0,F,0,0,0,0,1670,6192,0,13059,0,0,0,0,0,0,0,0,0,0,0
13-Feb-19,46,0,F,0,0,0,0,1668,6192,0,13059,0,0,0,0,0,0,0,0,0,0,0
13-Feb-19,47,0,F,0,0,0,0,1668,6192,0,13059,0,0,0,0,0,0,0,0,0,0,0
13-Feb-19,48,0,F,0,0,0,0,1667,6192,0,13059,0,0,0,0,0,0,0,0,0,0,0
14-Feb-19,1,0,F,0,0,0,0,1668,6192,0,13063,0,0,0,0,0,0,0,0,0,0,0
14-Feb-19,2,0,F,0,0,0,0,1668,6192,0,13063,0,0,0,0,0,0,0,0,0,0,0
14-Feb-19,3,0,F,0,0,0,0,1668,6192,0,13063,0,0,0,0,0,0,0,0,0,0,0
14-Feb-19,4,0,F,0,0,0,0,1667,6192,0,13063,0,0,0,0,0,0,0,0,0,0,0
14-Feb-19,5,0,F,0,0,0,0,1666,6192,0,13063,0,0,0,0,0,0,0,0,0,0,0
14-Feb-19,6,0,F,0,0,0,0,1665,6192,0,13063,0,0,0,0,0,0,0,0,0,0,0
14-Feb-19,7,0,F,0,0,0,0,1665,6192,0,13063,0,0,0,0,0,0,0,0,0,0,0
14-Feb-19,8,0,F,0,0,0,0,1664,6192,0,13063,0,0,0,0,0,0,0,0,0,0,0
14-Feb-19,9,0,F,0,0,0,0,1663,6192,0,13063,0,0,0,0,0,0,0,0,0,0,0
