SETTLEMENT_DATE,SETTLEMENT_PERIOD,ND,FORECAST_ACTUAL_INDICATOR,I014_ND,TSD,I014_TSD,ENGLAND_WALES_DEMAND,EMBEDDED_WIND_GENERATION,EMBEDDED_WIND_CAPACITY,EMBEDDED_SOLAR_GENERATION,EMBEDDED_SOLAR_CAPACITY,NON_BM_STOR,PUMP_STORAGE_PUMPING,I014_PUMP_STORAGE_PUMPING,FRENCH_FLOW,BRITNED_FLOW,MOYLE_FLOW,EAST_WEST_FLOW,I014_FRENCH_FLOW,I014_BRITNED_FLOW,I014_MOYLE_FLOW,I014_EAST_WEST_FLOW
05-Jan-19,16,31160,A,30629,31872,31245,28232,816,5918,0,13052,0,11,12,655,1000,-101,0,652,1001,-92,0
05-Jan-19,17,32963,A,32420,33574,33034,29902,830,5918,0,13052,0,11,11,797,1055,67,0,787,1059,70,0
05-Jan-19,18,34602,A,33970,35213,34585,31468,844,5918,5,13052,0,11,13,781,1058,26,0,788,1059,23,0
05-Jan-19,19,36431,A,35720,37125,36331,33168,871,5918,51,13052,0,11,10,1844,1058,-83,0,1845,1060,-89,0
05-Jan-19,20,37267,A,36548,38117,37160,33903,897,5918,120,13052,0,10,11,1868,1057,-240,0,1844,1059,-245,0
05-Jan-19,21,37695,A,37013,38697,37625,34216,900,5918,206,13052,0,10,10,1996,1059,-392,0,1971,1060,-396,0
05-Jan-19,22,37905,A,37200,38972,37813,34361,903,5918,296,13052,0,12,9,1999,1058,-455,0,1970,1059,-453,0
05-Jan-19,23,38203,A,37492,39269,38105,34603,913,5918,379,13052,0,10,11,1998,1058,-456,0,1971,1060,-453,0
05-Jan-19,24,38398,A,37624,39476,38240,34730,922,5918,429,13052,0,10,11,1999,1059,-456,-12,1971,1059,-453,-16
05-Jan-19,25,38550,A,37756,39630,38373,34858,928,5918,447,13052,0,10,13,1998,1003,-456,-14,1971,1001,-453,-17
05-Jan-19,26,38736,A,37935,39864,38555,35046,933,5918,434,13052,0,13,13,1999,1000,-456,-59,1971,1001,-453,-64
05-Jan-19,27,38995,A,38185,40106,38799,35346,927,5918,383,13052,0,11,14,1998,1000,-456,-44,1971,1001,-453,-45
05-Jan-19,28,39026,A,38177,40129,38786,35411,920,5918,310,13052,0,6,9,1998,1000,-456,-41,1971,1000,-453,-44
05-Jan-19,29,38983,A,38134,40094,38744,35393,915,5918,229,13052,0,6,6,1997,934,-456,-49,1971,934,-453,-52
05-Jan-19,30,38954,A,38166,40080,38776,35400,909,5918,134,13052,0,9,9,1997,932,-456,-61,1971,934,-453,-62
05-Jan-19,31,39154,A,38392,40296,39003,35551,911,5918,49,13052,0,7,8,1997,998,-456,-79,1971,1000,-453,-79
05-Jan-19,32,39671,A,39047,40781,39658,36044,912,5918,5,13052,0,6,10,1996,1000,-456,-48,1970,1001,-454,-50
05-Jan-19,33,40876,A,40272,42085,40894,37053,917,5918,1,13052,0,11,9,1996,1001,-456,-142,1971,1001,-453,-148
05-Jan-19,34,42398,A,41657,43752,42264,38438,922,5918,0,13052,0,4,7,1997,1000,-456,-294,1971,1001,-453,-298
05-Jan-19,35,42994,A,42189,44365,42798,38977,916,5918,0,13052,0,6,9,1997,1055,-456,-309,1971,1059,-454,-302
05-Jan-19,36,42862,A,42104,44250,42715,38896,909,5918,0,13052,0,7,8,1997,1053,-456,-325,1971,1059,-453,-324
05-Jan-19,37,42420,A,41603,43834,42214,38513,907,5918,0,13052,0,8,11,1997,1058,-456,-350,1971,1060,-453,-345
05-Jan-19,38,41665,A,40821,42973,41432,37822,904,5918,0,13052,0,13,9,1997,1057,-456,-239,1971,1059,-454,-234
05-Jan-19,39,40591,A,39750,41958,40366,36910,911,5918,0,13052,0,13,17,1997,1058,-456,-298,1970,1060,-454,-296
05-Jan-19,40,39145,A,38364,40471,38981,35611,918,5918,0,13052,0,10,12,1996,1058,-456,-260,1971,1059,-453,-256
05-Jan-19,41,38040,A,37358,39295,37964,34573,924,5918,0,13052,0,7,5,1996,1059,-456,-192,1971,1060,-454,-186
05-Jan-19,42,36417,A,35801,37633,36416,33110,929,5918,0,13052,0,11,14,1996,1058,-456,-149,1971,1059,-453,-143
05-Jan-19,43,35284,A,34605,36367,35214,32077,928,5918,0,13052,0,10,3,1895,1003,-453,-20,1867,1001,-449,-17
05-Jan-19,44,33764,A,33116,34821,33725,30713,926,5918,0,13052,0,10,9,1905,1000,-381,-66,1866,1001,-379,-72
05-Jan-19,45,32188,A,31550,33463,32158,29237,919,5918,0,13052,0,9,5,1000,963,-448,-218,961,964,-449,-222
05-Jan-19,46,31003,A,30329,32320,30944,28069,911,5918,0,13052,0,12,14,943,961,-455,-250,966,964,-453,-245
05-Jan-19,47,29387,A,28639,30780,29250,26564,889,5918,0,13052,0,11,11,1977,999,-455,-327,1964,1000,-454,-330
05-Jan-19,48,28342,A,27525,29880,28134,25616,867,5918,0,13052,0,8,9,1996,1000,-455,-475,1971,1001,-453,-476
06-Jan-19,1,27967,A,27242,29502,27848,25332,852,5918,0,13052,0,14,6,1995,1001,-455,-466,1971,1001,-453,-456
06-Jan-19,2,28191,A,27499,29720,28116,25636,836,5918,0,13052,0,20,16,1996,1001,-455,-454,1963,1001,-454,-454
06-Jan-19,3,27434,A,26861,29247,27664,24962,821,5918,0,13052,0,234,241,1995,1000,-455,-524,1971,1001,-453,-521
06-Jan-19,4,26520,A,25950,28541,26985,24123,806,5918,0,13052,0,466,473,1995,1000,-455,-500,1971,1000,-454,-490
06-Jan-19,5,25885,A,25341,28373,27004,23561,815,5918,0,13052,0,1077,1092,1996,1001,-455,-356,1971,1001,-453,-347
06-Jan-19,6,25709,A,25191,28370,27093,23381,824,5918,0,13052,0,1262,1264,1996,1001,-455,-344,1971,1001,-453,-346
06-Jan-19,7,25369,A,24852,28448,27000,23010,830,5918,0,13052,0,1535,1534,1996,1000,-455,-489,1971,1000,-453,-490
06-Jan-19,8,24805,A,24278,28040,26489,22480,836,5918,0,13052,0,1644,1631,1996,1000,-455,-536,1970,1001,-453,-530
06-Jan-19,9,24363,A,23812,27617,25990,22105,834,5918,0,13052,0,1664,1651,1995,1000,-455,-535,1971,1001,-453,-530
06-Jan-19,10,24146,A,23587,27492,25921,21875,831,5918,0,13052,0,1755,1734,1996,1001,-455,-536,1971,1000,-453,-530
06-Jan-19,11,24184,A,23655,27382,25892,21847,812,5918,0,13052,0,1607,1601,1996,1000,-455,-536,1971,1001,-453,-530
06-Jan-19,12,24507,A,23927,27743,26310,22122,792,5918,0,13052,0,1646,1783,1995,1000,-455,-535,1971,1001,-453,-530
06-Jan-19,13,25222,A,24630,28367,26974,22786,744,5918,0,13052,0,1605,1745,1996,1000,-455,-485,1971,1001,-453,-478
06-Jan-19,14,25832,A,25306,28713,27379,23359,696,5918,0,13052,0,1345,1473,1996,994,-455,-481,1971,984,-453,-477
06-Jan-19,15,26811,A,26397,28742,27605,24226,657,5918,0,13052,0,414,527,1673,394,-443,-474,1641,378,-439,-471
06-Jan-19,16,27588,A,27152,29036,27916,24931,618,5918,0,13052,0,8,162,1649,364,-359,-481,1640,372,-358,-471
06-Jan-19,17,29032,A,28772,30420,29539,26225,587,5918,1,13052,0,10,167,1993,900,-444,-334,1971,916,-444,-326
06-Jan-19,18,30518,A,30291,31855,31059,27618,555,5918,20,13052,0,11,168,1996,929,-415,-311,1971,932,-413,-306
06-Jan-19,19,32286,A,32063,33546,32832,29304,539,5918,107,13052,0,11,142,1996,1053,-454,-195,1971,1059,-453,-189
06-Jan-19,20,33858,A,33582,35108,34198,30718,522,5918,247,13052,0,9,11,1996,1058,-454,-187,1971,1060,-453,-188
06-Jan-19,21,35068,A,34753,36409,35360,31738,509,5918,445,13052,0,4,5,1996,1059,-455,-282,1971,1059,-453,-281
06-Jan-19,22,35708,A,35396,37051,36005,32290,495,5918,587,13052,0,5,7,1997,1059,-455,-283,1970,1060,-453,-281
06-Jan-19,23,36029,A,35690,37288,36305,32482,484,5918,752,13052,0,10,14,1997,1059,-399,-250,1971,1059,-394,-243
06-Jan-19,24,36620,A,36310,37970,36929,32993,472,5918,964,13052,0,10,9,1997,1058,-444,-296,1971,1059,-444,-298
06-Jan-19,25,37075,A,36809,38522,37418,33382,461,5918,1040,13052,0,5,11,1996,1002,-444,-398,1971,1001,-440,-399
06-Jan-19,26,37235,A,36939,38734,37547,33503,450,5918,966,13052,0,8,7,1997,1000,-440,-451,1971,1000,-440,-448
06-Jan-19,27,37401,A,37109,38908,37717,33643,436,5918,860,13052,0,9,5,1996,1000,-435,-463,1971,1001,-433,-461
06-Jan-19,28,37419,A,37138,38954,37752,33648,421,5918,669,13052,0,10,14,1996,1000,-449,-476,1971,1001,-448,-471
06-Jan-19,29,37678,A,37393,39131,38009,33914,408,5918,453,13052,0,10,16,1996,999,-455,-388,1971,1001,-453,-380
06-Jan-19,30,37792,A,37507,39217,38124,34026,395,5918,261,13052,0,10,16,1996,1000,-445,-370,1971,1001,-444,-373
06-Jan-19,31,38406,A,38138,39969,38752,34571,406,5918,108,13052,0,10,14,1997,1000,-445,-508,1971,1001,-441,-507
06-Jan-19,32,39281,A,39034,40790,39650,35406,417,5918,14,13052,0,12,16,1998,999,-362,-535,1971,1001,-360,-530
06-Jan-19,33,40669,A,40436,42251,41048,36575,431,5918,0,13052,0,14,12,1998,999,-432,-536,1971,1001,-429,-530
06-Jan-19,34,42077,A,41761,43570,42368,37811,444,5918,0,13052,0,9,12,1998,1000,-349,-535,1971,1001,-346,-530
06-Jan-19,35,42580,A,42186,44157,42790,38275,453,5918,0,13052,0,6,4,1998,1056,-436,-535,1971,1059,-436,-530
06-Jan-19,36,42259,A,41842,43853,42449,38010,461,5918,0,13052,0,4,7,1998,1058,-455,-535,1971,1059,-453,-530
06-Jan-19,37,41899,A,41497,43493,42105,37786,489,5918,0,13052,0,3,3,1998,1059,-455,-536,1971,1059,-453,-530
06-Jan-19,38,41473,A,41054,43065,41660,37433,517,5918,0,13052,0,2,3,1998,1057,-455,-535,1971,1060,-453,-530
06-Jan-19,39,40299,A,39850,41843,40458,36392,556,5918,0,13052,0,12,7,1998,1058,-446,-486,1971,1059,-443,-479
06-Jan-19,40,38906,A,38464,40407,39081,35142,594,5918,0,13052,0,11,15,1997,1059,-430,-460,1971,1060,-428,-452
06-Jan-19,41,37752,A,37263,39135,37878,34088,648,5918,0,13052,0,12,13,1998,1059,-455,-316,1971,1060,-453,-307
06-Jan-19,42,36365,A,35836,37664,36451,32917,701,5918,0,13052,0,10,13,1999,1058,-432,-257,1971,1059,-426,-249
06-Jan-19,43,34673,A,34009,35710,34627,31397,762,5918,0,13052,0,10,15,1998,1002,-309,-118,1971,1001,-304,-112
06-Jan-19,44,32845,A,32077,33986,32695,29794,823,5918,0,13052,0,11,18,1998,1000,-359,-171,1971,1001,-358,-175
06-Jan-19,45,31151,A,30315,32383,30929,28340,885,5918,0,13052,0,9,12,1998,1001,-301,-322,1971,1001,-298,-325
06-Jan-19,46,29218,A,28316,30540,28936,26609,947,5918,0,13052,0,7,20,1998,1001,-310,-405,1971,1001,-309,-401
06-Jan-19,47,27301,A,26476,28501,27298,24901,1030,5918,0,13052,0,16,184,1998,1001,-247,-337,1971,1001,-239,-327
06-Jan-19,48,26150,A,25364,27415,26417,23891,1112,5918,0,13052,0,332,495,1998,1001,-147,-186,1971,1001,-141,-177
07-Jan-19,1,25897,A,25053,27529,26781,23763,1188,5918,0,13052,0,962,1133,1998,1000,-35,-35,1971,1000,-29,-30
07-Jan-19,2,26184,A,25326,28006,27301,24189,1263,5918,0,13052,0,1222,1375,1998,1001,67,0,1971,1001,72,6
07-Jan-19,3,25975,A,25003,28242,27436,24050,1311,5918,0,13052,0,1667,1814,1998,999,93,12,1971,1001,92,14
07-Jan-19,4,25381,A,24357,27675,26792,23528,1358,5918,0,13052,0,1694,1835,1998,1001,93,13,1971,1001,92,17
07-Jan-19,5,24719,A,23714,27103,26245,23001,1410,5918,0,13052,0,1784,1931,1999,1000,93,110,1971,1000,92,113
07-Jan-19,6,24492,A,23468,26898,26020,22790,1462,5918,0,13052,0,1806,1952,1998,1000,93,88,1971,1001,92,94
07-Jan-19,7,24088,A,23002,26497,25558,22370,1500,5918,0,13052,0,1809,1956,1998,1037,67,228,1971,1038,67,232
07-Jan-19,8,23450,A,22291,25832,24817,21840,1537,5918,0,13052,0,1782,1926,1998,1036,92,287,1970,1031,91,290
07-Jan-19,9,23124,A,21946,25503,24467,21635,1599,5918,0,13052,0,1779,1955,1175,632,67,432,1121,619,67,435
07-Jan-19,10,23177,A,22020,25538,24515,21740,1661,5918,0,13052,0,1761,2048,1153,612,86,471,1122,608,86,467
07-Jan-19,11,23846,A,22722,26067,25154,22408,1748,5918,0,13052,0,1497,1785,-124,391,92,504,-153,383,92,500
07-Jan-19,12,25018,A,23939,26685,25756,23519,1834,5918,0,13052,0,925,1303,-142,381,92,504,-151,380,92,500
07-Jan-19,13,28430,A,26707,30041,28324,26711,1933,5918,0,13052,0,54,463,-957,324,92,504,-971,322,92,500
07-Jan-19,14,31566,A,29773,33192,31376,29681,2032,5918,0,13052,0,15,443,-1011,322,76,443,-970,320,73,435
07-Jan-19,15,34918,A,33061,35570,33678,32773,2123,5918,0,13052,0,14,444,463,227,-38,292,490,224,-38,285
07-Jan-19,16,36833,A,34866,37444,35477,34520,2214,5918,0,13052,0,11,437,492,224,67,235,490,223,73,237
07-Jan-19,17,38037,A,35977,38647,36591,35577,2286,5918,2,13052,0,10,252,1003,176,93,311,1003,173,92,312
07-Jan-19,18,38427,A,36270,39037,36884,35938,2357,5918,38,13052,0,10,14,1017,173,93,331,1003,167,92,327
07-Jan-19,19,39038,A,36892,39758,37640,36547,2418,5918,98,13052,0,10,14,1016,-110,93,208,1002,-117,92,206
07-Jan-19,20,39269,A,37111,39995,37857,36765,2479,5918,333,13052,0,8,12,1014,-118,93,159,1002,-118,92,156
07-Jan-19,21,39045,A,36222,39770,36967,36556,2556,5918,526,13052,0,7,11,1225,-118,59,24,1217,-119,58,22
07-Jan-19,22,39052,A,36269,39778,37014,36546,2632,5918,642,13052,0,8,7,1249,-118,53,0,1220,-115,52,0
07-Jan-19,23,39026,A,36180,39651,36791,36559,2685,5918,776,13052,0,8,8,497,298,-17,0,476,312,-17,0
07-Jan-19,24,38870,A,35958,39495,36568,36411,2737,5918,821,13052,0,6,8,485,332,-19,0,476,334,-17,0
07-Jan-19,25,38978,A,36065,39625,36674,36501,2757,5918,717,13052,0,5,6,137,578,-42,0,127,585,-42,0
07-Jan-19,26,38938,A,35980,39597,36589,36491,2777,5918,601,13052,0,6,6,148,590,-53,0,126,591,-49,0
07-Jan-19,27,38970,A,36068,40605,37745,36452,2788,5918,484,13052,0,6,10,-1029,786,67,0,-1044,793,72,0
07-Jan-19,28,38903,A,36017,40574,37699,36309,2798,5918,381,13052,0,12,15,-1059,799,76,0,-1043,799,73,0
07-Jan-19,29,38924,A,36098,40558,37731,36346,2704,5918,264,13052,0,11,15,-1005,897,-18,0,-993,901,-19,0
07-Jan-19,30,38607,A,35942,40318,37569,36047,2610,5918,170,13052,0,8,9,-1011,902,-92,23,-994,899,-95,27
07-Jan-19,31,38784,A,36077,40251,37309,36186,2564,5918,62,13052,0,7,11,-624,682,-236,0,-611,673,-239,0
07-Jan-19,32,39700,A,37148,41086,38382,37117,2517,5918,7,13052,0,6,12,-497,671,-283,0,-444,665,-285,0
07-Jan-19,33,41215,A,39559,42314,40177,38457,2516,5918,0,13052,0,15,15,1630,324,-418,-66,1663,313,-421,-74
07-Jan-19,34,42653,A,40998,43894,41618,39685,2515,5918,0,13052,0,15,21,1999,326,-406,-220,1974,340,-402,-224
07-Jan-19,35,43007,A,41342,44444,41956,39963,2489,5918,0,13052,0,15,21,1999,1025,-451,-371,1973,1043,-451,-374
07-Jan-19,36,42771,A,41057,44345,41673,39728,2462,5918,0,13052,0,11,16,1999,1058,-454,-509,1974,1059,-453,-508
07-Jan-19,37,42288,A,40559,43890,41174,39359,2450,5918,0,13052,0,10,12,1652,1058,-456,-536,1617,1060,-453,-530
07-Jan-19,38,41585,A,39815,43161,40431,38697,2437,5918,0,13052,0,10,16,1632,1057,-456,-510,1618,1059,-453,-501
07-Jan-19,39,40610,A,38745,42057,39361,37816,2448,5918,0,13052,0,10,16,1945,1059,-456,-381,1925,1060,-453,-372
07-Jan-19,40,39338,A,37374,40769,37991,36584,2459,5918,0,13052,0,10,14,1951,1058,-456,-365,1925,1060,-453,-364
07-Jan-19,41,37956,A,35972,39437,36588,35218,2474,5918,0,13052,0,9,12,1951,1058,-456,-416,1925,1060,-453,-415
07-Jan-19,42,36231,A,34230,37715,34845,33688,2489,5918,0,13052,0,10,11,1956,1058,-456,-418,1925,1060,-453,-409
07-Jan-19,43,34165,A,32175,35498,32781,31763,2489,5918,0,13052,0,7,5,1578,1002,-456,-270,1548,1001,-453,-260
07-Jan-19,44,32129,A,30203,33383,30815,29986,2489,5918,0,13052,0,10,9,1583,1001,-456,-188,1548,1000,-453,-185
07-Jan-19,45,29946,A,27982,31235,28596,27963,2474,5918,0,13052,0,10,14,623,934,-456,-223,591,934,-453,-225
07-Jan-19,46,28035,A,26009,29383,26631,26067,2459,5918,0,13052,0,15,23,584,931,-456,-277,593,931,-453,-276
07-Jan-19,47,26068,A,24030,27444,24646,24172,2485,5918,0,13052,0,18,170,1482,765,-387,-371,1483,760,-378,-374
07-Jan-19,48,24859,A,22924,26288,23535,23064,2511,5918,0,13052,0,15,164,1505,759,-373,-441,1482,757,-377,-434
08-Jan-19,1,24585,A,22717,26016,23344,22852,2522,5918,0,13052,0,78,237,1405,713,-451,-302,1385,710,-447,-293
08-Jan-19,2,25066,A,23241,26342,23862,23354,2532,5918,0,13052,0,33,172,1403,710,-360,-283,1385,710,-354,-281
08-Jan-19,3,24841,A,23023,26312,23896,23140,2531,5918,0,13052,0,266,427,1403,711,-385,-220,1385,709,-386,-214
08-Jan-19,4,24193,A,22344,25802,23307,22615,2530,5918,0,13052,0,365,517,1404,711,-428,-216,1385,710,-428,-214
08-Jan-19,5,23792,A,21911,25895,23341,22278,2524,5918,0,13052,0,819,1048,1403,710,-455,-229,1385,709,-453,-226
08-Jan-19,6,23569,A,21713,25764,23217,21993,2517,5918,0,13052,0,914,1207,1404,711,-455,-226,1385,710,-453,-226
08-Jan-19,7,23150,A,21322,25815,23246,21501,2474,5918,0,13052,0,1290,1591,1404,710,-456,-319,1385,709,-453,-317
08-Jan-19,8,22922,A,21076,25943,23314,21233,2431,5918,0,13052,0,1647,1941,1404,710,-456,-318,1385,709,-453,-317
08-Jan-19,9,22748,A,20976,25826,23214,21046,2389,5918,0,13052,0,1652,2046,1404,709,-456,-370,1385,709,-453,-368
08-Jan-19,10,22902,A,21083,25439,22941,21229,2347,5918,0,13052,0,1208,1602,1404,710,-401,-328,1385,709,-392,-319
08-Jan-19,11,23782,A,21934,25065,22776,22026,2299,5918,0,13052,0,255,611,1404,702,-251,-177,1385,701,-242,-169
08-Jan-19,12,25095,A,23297,25854,23914,23237,2250,5918,0,13052,0,18,193,1396,703,-101,-40,1385,705,-92,-38
08-Jan-19,13,28577,A,26835,29192,27452,26434,2217,5918,0,13052,0,15,45,1889,986,68,54,1875,996,74,58
08-Jan-19,14,31861,A,30078,32471,30689,29449,2184,5918,0,13052,0,10,9,1905,1000,79,10,1875,1001,76,9
08-Jan-19,15,35811,A,33956,36568,34569,33003,2137,5918,0,13052,18,8,7,1703,1000,-83,-66,1677,1001,-90,-74
08-Jan-19,16,37452,A,35548,38526,36162,34352,2090,5918,0,13052,431,12,11,1699,1000,-242,-220,1677,1001,-247,-224
08-Jan-19,17,38116,A,36308,39494,36925,34841,2063,5918,8,13052,464,15,16,1780,1056,-392,-371,1759,1059,-396,-374
08-Jan-19,18,38270,A,36412,39840,37034,35005,2035,5918,175,13052,464,15,21,1778,1053,-446,-509,1759,1045,-444,-508
08-Jan-19,19,38721,A,36848,40321,37459,35482,2013,5918,665,13052,464,9,10,1997,413,-455,-536,1973,394,-453,-530
08-Jan-19,20,38538,A,36778,40140,37394,35369,1991,5918,1400,13052,310,11,16,2001,369,-455,-536,1973,369,-453,-530
08-Jan-19,21,38316,A,36563,39919,37178,35053,1998,5918,2180,13052,6,12,15,1801,507,-455,-536,1770,510,-453,-530
08-Jan-19,22,38068,A,36291,39669,36905,34724,2004,5918,2750,13052,6,10,12,1804,514,-455,-536,1770,517,-453,-530
08-Jan-19,23,37581,A,35813,39179,36421,34243,2040,5918,3150,13052,2,7,7,1236,845,-455,-536,1207,856,-453,-530
08-Jan-19,24,37182,A,35469,38780,36081,33792,2076,5918,3380,13052,0,8,9,1220,860,-455,-535,1208,861,-453,-530
08-Jan-19,25,36973,A,35280,38570,35890,33624,2090,5918,3460,13052,0,6,10,1390,822,-455,-536,1375,822,-454,-530
08-Jan-19,26,36640,A,34956,38237,35566,33353,2103,5918,3310,13052,0,6,10,1394,820,-455,-536,1375,822,-453,-530
08-Jan-19,27,36794,A,35085,38391,35694,33558,2065,5918,3000,13052,0,6,9,1233,914,-455,-536,1212,918,-454,-530
08-Jan-19,28,36906,A,35172,38503,35776,33682,2027,5918,2530,13052,0,6,3,1223,919,-455,-536,1212,921,-453,-530
08-Jan-19,29,37564,A,35846,39159,36453,34260,1987,5918,1940,13052,0,5,3,1583,919,-455,-535,1572,921,-453,-530
08-Jan-19,30,38043,A,36365,39639,36971,34708,1946,5918,1260,13052,0,5,5,1606,919,-455,-536,1571,919,-453,-530
08-Jan-19,31,38768,A,37166,40366,37775,35414,1870,5918,631,13052,0,7,5,891,783,-455,-536,857,778,-453,-530
08-Jan-19,32,40071,A,38505,41669,39114,36681,1794,5918,181,13052,145,7,6,837,777,-455,-536,860,776,-453,-530
08-Jan-19,33,41938,A,40377,43549,40994,38264,1775,5918,8,13052,203,20,14,1965,683,-455,-536,1954,679,-453,-530
08-Jan-19,34,44294,A,42624,45897,43232,40320,1755,5918,0,13052,259,12,6,1998,680,-456,-535,1971,684,-453,-530
08-Jan-19,35,44967,A,43255,46571,43868,40846,1744,5918,0,13052,273,12,7,1998,1042,-456,-536,1971,1053,-453,-530
08-Jan-19,36,44902,A,43264,46506,43875,40814,1733,5918,0,13052,219,12,11,1998,1057,-456,-536,1971,1059,-453,-530
08-Jan-19,37,44481,A,42901,46085,43516,40440,1716,5918,0,13052,38,12,15,1998,1058,-456,-536,1971,1060,-453,-530
08-Jan-19,38,44168,A,42505,45773,43122,40158,1698,5918,0,13052,0,14,15,1998,1058,-456,-535,1971,1060,-453,-530
08-Jan-19,39,43412,A,41818,45023,42434,39562,1663,5918,0,13052,0,20,17,1998,1057,-456,-535,1971,1060,-453,-530
08-Jan-19,40,41979,A,40635,43585,41255,38233,1628,5918,0,13052,0,15,20,1997,1057,-456,-535,1970,1059,-453,-530
08-Jan-19,41,41156,A,39593,42766,40213,37439,1605,5918,0,13052,0,19,14,1997,1058,-456,-535,1971,1060,-453,-530
08-Jan-19,42,39629,A,38105,41236,38729,36100,1582,5918,0,13052,0,15,13,1998,1058,-456,-536,1971,1059,-453,-530
08-Jan-19,43,37579,A,36032,39183,36646,34144,1564,5918,0,13052,0,12,13,1997,1002,-456,-536,1971,1001,-453,-530
08-Jan-19,44,35258,A,33836,36860,34450,31966,1546,5918,0,13052,0,11,13,1998,1000,-456,-535,1971,1001,-453,-530
08-Jan-19,45,33311,A,31951,34912,32568,30128,1527,5918,0,13052,0,10,9,1795,1000,-456,-535,1764,1001,-453,-530
08-Jan-19,46,31217,A,29912,32833,30540,28116,1508,5918,0,13052,0,25,21,1785,1001,-456,-535,1764,1000,-454,-530
08-Jan-19,47,29200,A,27997,31201,29036,26267,1433,5918,0,13052,0,409,428,1896,952,-456,-536,1873,952,-454,-530
08-Jan-19,48,27967,A,26782,30260,28111,25155,1357,5918,0,13052,0,723,728,1898,950,-434,-536,1873,951,-431,-530
09-Jan-19,1,27551,A,26382,29832,27675,24811,1342,5918,0,13052,0,689,678,1898,950,-456,-536,1868,952,-453,-530
09-Jan-19,2,27988,A,26884,30203,28133,25276,1327,5918,0,13052,0,648,647,1897,951,-432,-535,1873,952,-429,-530
09-Jan-19,3,27630,A,26479,29953,27822,24948,1303,5918,0,13052,0,732,743,1898,950,-455,-536,1873,952,-453,-530
09-Jan-19,4,27016,A,25844,29363,27326,24358,1279,5918,0,13052,0,756,906,1897,951,-455,-536,1873,951,-453,-530
09-Jan-19,5,26493,A,25329,29381,27340,23880,1281,5918,0,13052,0,1299,1473,1897,950,-454,-535,1873,952,-452,-530
09-Jan-19,6,26541,A,25398,29358,27572,23862,1283,5918,0,13052,0,1246,1518,1897,950,-435,-536,1873,952,-432,-530
09-Jan-19,7,26074,A,24880,29098,27430,23405,1232,5918,0,13052,0,1440,1950,1897,950,-449,-535,1873,951,-447,-530
09-Jan-19,8,25603,A,24461,28632,27018,22968,1181,5918,0,13052,0,1453,1956,1897,950,-440,-536,1873,952,-437,-530
09-Jan-19,9,25448,A,24441,28703,27222,22834,1147,5918,0,13052,0,1672,2181,1897,951,-448,-535,1873,952,-446,-530
09-Jan-19,10,25731,A,24829,28949,27607,23080,1113,5918,0,13052,0,1680,2178,1898,951,-442,-496,1873,951,-440,-487
09-Jan-19,11,26625,A,25761,29456,28240,23922,1085,5918,0,13052,0,1434,1797,1898,951,-440,-357,1873,952,-434,-349
09-Jan-19,12,28149,A,27321,30085,29013,25319,1057,5918,0,13052,0,754,1110,1899,950,-311,-271,1873,952,-303,-261
09-Jan-19,13,31523,A,30751,32449,31544,28424,1025,5918,0,13052,0,48,194,1849,998,-160,-118,1823,1000,-153,-111
09-Jan-19,14,34964,A,34159,35835,34923,31599,993,5918,0,13052,0,8,166,1857,1000,-168,-95,1822,1000,-172,-101
09-Jan-19,15,38971,A,37900,40144,38509,35216,980,5918,0,13052,113,8,16,1215,906,-318,-247,1185,904,-322,-251
09-Jan-19,16,41042,A,39721,42490,40334,37086,966,5918,0,13052,242,9,9,1198,902,-442,-397,1185,903,-443,-401
09-Jan-19,17,42029,A,40850,43544,41464,37941,958,5918,16,13052,250,9,12,1339,980,-455,-451,1322,985,-453,-446
09-Jan-19,18,42038,A,41068,43573,41683,37983,950,5918,266,13052,84,12,11,1319,981,-454,-469,1323,977,-453,-468
09-Jan-19,19,42601,A,41542,44203,42156,38490,945,5918,709,13052,14,12,12,1995,549,-455,-535,1971,536,-453,-530
09-Jan-19,20,42502,A,41461,44104,42078,38357,939,5918,1530,13052,0,11,18,1999,528,-455,-536,1971,531,-453,-530
09-Jan-19,21,41754,A,40731,43354,41349,37555,931,5918,2260,13052,0,11,18,1148,850,-454,-535,1092,860,-453,-530
09-Jan-19,22,41172,A,40267,42770,40880,36956,922,5918,2860,13052,0,9,13,1037,865,-454,-535,1028,867,-453,-530
09-Jan-19,23,40842,A,39978,42440,40589,36615,920,5918,3170,13052,0,7,11,1031,1050,-455,-536,1018,1058,-453,-530
09-Jan-19,24,40571,A,39703,42166,40312,36347,918,5918,3660,13052,0,6,9,1031,1057,-454,-535,1018,1059,-453,-530
09-Jan-19,25,40530,A,39686,42126,40297,36328,908,5918,3360,13052,0,5,11,1037,1003,-455,-536,1023,1001,-453,-530
09-Jan-19,26,40511,A,39699,42108,40306,36289,898,5918,3210,13052,0,6,7,1027,1000,-455,-536,1023,1001,-453,-530
